Customer ID,Recency,Frequency,Monetary,AverageOrderValue,TotalQuantity,UniqueProducts,CustomerLifetime,AveragePurchaseGap,Churn
12431,35,15,6419.95,27.43568376068376,2896,163,338,1.4248927038626609,0
12432,42,5,5059.32,46.845555555555556,1801,107,129,1.1962616822429906,0
12433,0,7,13375.87,31.847309523809525,11071,219,372,0.883054892601432,0
12434,84,2,806.14,16.122799999999998,394,46,175,3.5714285714285716,0
12435,79,2,7829.89,217.49694444444447,2055,31,188,5.371428571428571,0
12436,99,1,509.01,31.813125,211,16,0,0.0,1
12437,1,18,4951.41,24.88145728643216,2922,118,329,1.6262626262626263,0
12438,13,2,2906.85,29.66173469387755,1180,84,125,1.288659793814433,0
12441,366,1,173.55,15.77727272727273,121,11,0,0.0,1
12442,2,1,172.06,14.338333333333333,182,12,0,0.0,0
12444,20,5,5005.46,28.440113636363638,1153,138,149,0.8514285714285714,0
12445,21,1,133.4,33.35,62,4,0,0.0,0
12446,57,1,1002.3100000000001,17.584385964912283,351,57,0,0.0,0
12447,242,1,476.49,18.326538461538462,190,26,0,0.0,1
12448,43,1,449.45,20.429545454545455,243,22,0,0.0,0
12449,21,4,4067.29,21.294712041884818,1553,118,164,0.8578947368421053,0
12450,155,2,197.88,24.735,128,7,17,2.4285714285714284,1
12451,10,5,9035.52,25.524067796610172,6575,265,313,0.8810198300283286,0
12452,16,2,430.57000000000005,19.57136363636364,185,21,0,0.0,0
12453,133,1,707.09,16.443953488372095,473,43,0,0.0,1
12454,55,1,3528.34,235.22266666666667,1006,15,0,0.0,0
12455,72,6,2466.86,27.409555555555556,2089,85,223,2.4831460674157304,0
12456,43,3,3181.04,25.44832,1633,105,210,1.685483870967742,0
12457,65,7,2363.23,38.11661290322581,843,53,172,2.7704918032786887,0
12458,70,2,947.4,24.931578947368422,506,35,213,5.756756756756757,0
12461,93,2,826.88,23.62514285714286,287,35,60,1.7647058823529411,1
12462,18,2,1189.59,19.186935483870965,536,51,284,4.655737704918033,0
12463,52,4,1344.78,16.202168674698793,776,65,188,2.268292682926829,0
12464,9,8,1212.05,41.79482758620689,112,6,299,10.571428571428571,0
12465,16,2,742.19,15.791276595744682,479,46,152,3.3043478260869565,0
12468,187,2,729.54,19.198421052631577,366,36,128,3.4594594594594597,1
12471,1,30,19788.65,43.11252723311547,8200,150,362,0.7707423580786026,0
12472,31,7,6572.11,19.386755162241887,4148,219,336,0.9881656804733728,0
12473,28,5,3928.05,23.521257485029942,2414,140,162,0.9698795180722891,0
12474,16,18,7324.09,17.355663507109004,4833,253,312,0.7197149643705463,0
12475,53,1,723.38,20.093888888888888,535,36,0,0.0,0
12476,15,11,6816.42,29.255021459227468,2408,177,345,1.4698275862068966,0
12477,22,6,13219.74,44.065799999999996,3653,191,278,0.9264214046822743,0
12478,3,1,680.99,18.91638888888889,236,36,0,0.0,0
12479,10,1,527.2,17.006451612903227,385,31,0,0.0,0
12480,27,4,3281.63,21.309285714285714,1707,129,307,2.0065359477124183,0
12481,22,10,5579.82,25.8325,3294,150,342,1.5767441860465117,0
12483,16,8,2484.98,33.133066666666664,1110,46,322,4.283783783783784,0
12484,32,6,4527.32,13.199183673469387,2187,256,303,0.8801169590643275,0
12488,9,3,1298.66,23.612000000000002,529,46,65,1.2037037037037037,0
12489,335,1,334.93,22.328666666666667,105,15,0,0.0,1
12490,4,10,5417.93,22.114,3064,131,324,1.3155737704918034,0
12491,38,1,460.40000000000003,17.70769230769231,260,25,0,0.0,0
12492,62,2,263.21000000000004,13.160500000000003,192,19,42,2.210526315789474,0
12493,165,2,433.74,19.715454545454545,207,20,31,1.4761904761904763,1
12494,15,7,1246.1,16.18311688311688,707,63,349,4.552631578947368,0
12497,81,1,1043.1,74.50714285714285,1236,14,0,0.0,0
12498,20,3,403.70000000000005,17.55217391304348,159,21,36,1.6363636363636365,0
12500,22,11,4257.82,69.80032786885245,2678,34,310,5.116666666666666,0
12501,336,1,2169.39,14.559664429530201,1783,149,0,0.0,1
12502,95,5,3723.87,25.332448979591835,820,102,214,1.4589041095890412,1
12504,17,2,482.04999999999995,53.5611111111111,90,6,12,1.5,0
12506,232,1,73.5,3.1956521739130435,23,23,0,0.0,1
12507,133,3,1304.81,62.13380952380952,894,19,164,8.2,1
12508,25,2,397.88,5.851176470588236,271,57,2,0.029850746268656716,0
12509,283,1,176.5,25.214285714285715,55,7,0,0.0,1
12510,142,2,982.5699999999999,29.774848484848484,353,29,182,5.6875,1
12512,65,2,132.18,4.263870967741935,96,31,0,0.0,0
12513,112,1,612.29,17.494,462,35,0,0.0,1
12514,266,1,1017.6800000000001,19.95450980392157,440,51,0,0.0,1
12515,352,1,383.7,23.98125,131,16,0,0.0,1
12516,77,2,1312.06,50.46384615384615,875,20,102,4.08,0
12517,27,5,2481.6,8.894623655913978,1361,232,161,0.5755395683453237,0
12518,0,5,2056.89,16.58782258064516,1318,84,109,0.8780487804878049,0
12519,63,1,330.84000000000003,19.46117647058824,175,17,0,0.0,0
12520,78,5,2634.26,17.330657894736845,1439,121,194,1.2781456953642385,0
12521,142,1,599.68,15.781052631578946,309,38,0,0.0,1
12522,38,2,192.72,16.06,194,11,12,1.0909090909090908,0
12523,18,11,1789.77,16.884622641509434,865,84,312,2.933333333333333,0
12524,8,8,4485.72,31.150833333333335,3699,113,324,2.2447552447552446,0
12526,0,3,1316.66,18.54450704225352,632,64,93,1.3285714285714285,0
12527,81,3,348.71000000000004,19.37277777777778,234,18,243,14.294117647058824,0
12528,8,6,1933.48,21.01608695652174,756,50,303,3.318681318681319,0
12530,59,4,1662.28,25.186060606060607,913,51,277,4.246153846153846,0
12531,14,1,125.22,7.365882352941177,45,17,0,0.0,0
12532,29,1,349.83000000000004,21.864375000000003,153,16,0,0.0,0
12534,130,1,1089.18,17.28857142857143,651,63,0,0.0,1
12535,91,2,716.35,21.069117647058825,219,28,94,2.8484848484848486,1
12536,42,3,12601.830000000002,48.282873563218395,2803,260,15,0.057692307692307696,0
12538,28,1,363.95,17.33095238095238,191,21,0,0.0,0
12539,21,4,5568.35,20.396886446886448,2067,157,311,1.1397058823529411,0
12540,19,17,13400.24,28.03397489539749,6685,277,342,0.70020964360587,0
12541,29,3,981.18,18.868846153846153,680,46,251,4.901960784313726,0
12544,35,1,372.7,19.61578947368421,136,19,0,0.0,0
12545,74,2,1000.39,20.0078,523,42,184,3.7551020408163267,0
12546,46,2,1161.5,16.833333333333332,633,59,31,0.45588235294117646,0
12547,197,2,207.8,25.975,134,7,82,11.714285714285714,1
12548,165,1,95.19999999999999,19.04,49,5,0,0.0,1
12550,78,1,964.83,16.92684210526316,569,57,0,0.0,0
12551,357,1,168.0,16.8,100,10,0,0.0,1
12552,38,2,437.82,21.891,88,20,0,0.0,0
12553,7,10,3692.28,19.33130890052356,1965,95,321,1.668421052631579,0
12556,49,2,599.56,5.038319327731092,355,100,100,0.847457627118644,0
12557,15,5,11990.960000000001,363.36242424242425,4384,15,355,11.03125,0
12558,7,1,269.96,24.54181818181818,196,11,0,0.0,0
12559,310,2,561.71,26.74809523809524,283,21,8,0.4,1
12560,4,3,2134.01,20.323904761904764,1110,91,137,1.3076923076923077,0
12561,302,1,238.85,14.928125,177,16,0,0.0,1
12562,7,7,3781.7400000000002,22.510357142857146,1779,99,190,1.125748502994012,0
12564,260,1,456.90000000000003,21.75714285714286,133,21,0,0.0,1
12565,288,1,145.92000000000002,16.213333333333335,80,9,0,0.0,1
12566,85,1,351.65,18.507894736842104,265,19,0,0.0,0
12567,22,10,9401.28,21.079103139013455,4305,323,346,0.7707865168539326,0
12569,1,32,4124.6900000000005,21.93984042553192,1801,92,250,1.267379679144385,0
12571,39,2,519.61,15.28264705882353,523,31,81,2.4545454545454546,0
12572,8,2,1020.4200000000001,17.007,452,53,43,0.7288135593220338,0
12573,226,1,160.54000000000002,5.733571428571429,84,26,0,0.0,1
12574,315,1,218.45000000000002,19.85909090909091,61,11,0,0.0,1
12576,35,5,1315.83,14.952613636363635,967,72,268,3.0804597701149423,0
12577,34,3,626.6,4.291780821917809,469,137,323,2.2275862068965515,0
12578,20,2,2794.51,24.51324561403509,1196,111,308,2.725663716814159,0
12579,77,1,440.42,15.18689655172414,285,29,0,0.0,0
12580,246,1,415.7,17.320833333333333,238,24,0,0.0,1
12581,39,1,197.71,13.180666666666667,161,15,0,0.0,0
12582,238,2,511.36,23.243636363636366,300,21,49,2.3333333333333335,1
12583,2,15,7281.38,29.47927125506073,5060,115,370,1.4796747967479675,0
12584,3,9,2338.15,24.355729166666666,416,44,276,2.863157894736842,0
12585,233,2,2040.1,23.44942528735632,1279,77,117,1.3604651162790697,1
12586,16,1,196.94000000000003,17.903636363636366,79,11,0,0.0,0
12587,7,1,144.0,36.0,51,4,0,0.0,0
12588,38,1,214.89999999999998,21.49,53,10,0,0.0,0
12589,28,2,646.68,18.47657142857143,306,29,115,3.3823529411764706,0
12590,210,2,9864.26,145.06264705882353,4283,68,0,0.0,1
12591,316,1,452.84999999999997,17.41730769230769,228,26,0,0.0,1
12592,91,2,437.6,24.311111111111114,290,11,121,7.117647058823529,1
12593,108,3,418.1,19.90952380952381,206,14,110,5.5,1
12594,37,10,3338.2200000000003,28.290000000000003,1777,50,285,2.4017094017094016,0
12596,50,2,618.27,22.898888888888887,474,25,190,7.3076923076923075,0
12597,18,4,3811.22,18.50106796116505,2236,184,248,1.2097560975609756,0
12598,9,8,3023.08,22.902121212121212,1964,84,275,2.0763358778625953,0
12599,28,7,1032.58,16.654516129032256,956,32,275,4.459016393442623,0
12600,28,10,2599.04,40.61,774,32,342,5.380952380952381,0
12601,189,5,577.0600000000001,20.609285714285715,245,21,142,5.222222222222222,1
12602,58,1,153.12,12.76,162,12,0,0.0,0
12603,21,1,739.1999999999999,369.59999999999997,63,2,0,0.0,0
12604,78,2,254.18,15.88625,201,15,182,12.133333333333333,0
12607,59,1,1579.51,15.63871287128713,1228,101,0,0.0,0
12609,77,3,1126.85,18.78083333333333,648,57,240,4.067796610169491,0
12610,22,5,2099.54,19.80698113207547,1049,85,103,0.9619047619047619,0
12611,51,1,1193.32,18.35876923076923,846,65,0,0.0,0
12612,73,1,704.04,37.054736842105264,262,19,0,0.0,0
12613,56,5,3344.38,21.858692810457516,1644,124,204,1.3421052631578947,0
12614,277,1,315.6,15.780000000000001,76,20,0,0.0,1
12615,1,4,2291.19,21.820857142857143,1376,82,166,1.5865384615384615,0
12616,94,2,713.3,22.290625,284,25,202,6.516129032258065,1
12617,28,1,352.98,8.609268292682927,210,39,0,0.0,0
12618,21,1,177.31,16.11909090909091,96,11,0,0.0,0
12619,15,9,3641.24,40.45822222222222,3378,50,237,2.640449438202247,0
12620,14,3,1339.41,14.558804347826088,1181,89,189,2.076923076923077,0
12621,1,20,13689.67,29.31406852248394,7440,261,364,0.759656652360515,0
12622,231,1,180.1,16.37272727272727,69,11,0,0.0,1
12623,275,1,305.1,16.950000000000003,191,18,0,0.0,1
12624,105,2,641.13,16.87184210526316,355,36,71,1.9189189189189189,1
12625,211,2,2683.82,31.207209302325584,1612,73,107,1.2588235294117647,1
12626,22,9,6620.4800000000005,22.518639455782314,3453,232,303,1.023890784982935,0
12627,10,7,4478.53,19.47186956521739,2752,162,129,0.5545851528384279,0
12628,3,3,786.46,19.181951219512197,448,34,60,1.475,0
12630,9,2,1270.88,19.8575,548,60,34,0.5396825396825397,0
12631,56,1,640.5,20.661290322580644,236,31,0,0.0,0
12633,58,4,2163.98,21.425544554455445,1162,73,229,2.28,0
12635,89,2,1689.18,16.724554455445546,1172,96,65,0.65,0
12637,66,8,6002.9,15.714397905759162,2994,205,256,0.6666666666666666,0
12638,32,1,671.69,17.222820512820515,577,39,0,0.0,0
12639,238,1,486.1,22.095454545454547,201,22,0,0.0,1
12640,23,3,1174.58,22.16188679245283,311,47,57,1.0961538461538463,0
12641,114,1,185.9,18.59,72,10,0,0.0,1
12642,24,3,1013.26,21.558723404255318,552,39,82,1.7826086956521738,0
12643,127,6,3344.64,139.35999999999999,1808,11,204,8.782608695652174,1
12644,129,1,477.90999999999997,15.416451612903225,325,31,0,0.0,1
12645,33,4,1775.18,24.31753424657534,1084,58,282,3.9027777777777777,0
12646,4,2,1346.97,29.932666666666666,897,43,44,1.0,0
12647,21,12,3722.82,30.76710743801653,1431,78,346,2.8333333333333335,0
12648,154,1,318.05,15.145238095238096,160,21,0,0.0,1
12649,106,3,623.51,20.113225806451613,586,28,105,3.5,1
12650,2,1,314.44,15.722,254,20,0,0.0,0
12651,334,1,114.0,12.666666666666666,78,9,0,0.0,1
12652,330,1,919.98,19.16625,505,48,0,0.0,1
12653,148,2,2209.85,51.391860465116274,919,37,147,3.5,1
12654,10,5,601.98,15.841578947368422,264,31,284,7.648648648648648,0
12656,16,5,4051.17,32.152142857142856,1723,89,216,1.72,0
12657,10,4,1643.18,34.961276595744685,1044,35,67,1.434782608695652,0
12658,18,1,686.05,19.056944444444444,320,36,0,0.0,0
12659,29,1,91.68,18.336000000000002,105,5,0,0.0,0
12660,10,1,245.10000000000002,18.853846153846156,127,13,0,0.0,0
12662,0,11,3849.78,16.73817391304348,2058,129,372,1.6069868995633187,0
12664,7,9,4881.88,131.94270270270272,1203,10,314,8.61111111111111,0
12665,324,1,63.0,21.0,37,3,0,0.0,1
12667,57,1,620.13,18.791818181818183,395,33,0,0.0,0
12668,11,4,3807.15,23.64689440993789,1634,115,343,2.14375,0
12669,150,3,2744.0299999999997,27.168613861386135,1115,98,105,1.05,1
12670,9,5,2996.05,32.56576086956522,1397,58,222,2.4285714285714284,0
12672,329,1,225.9,22.59,78,10,0,0.0,1
12673,4,2,610.52,14.536190476190475,351,42,321,7.829268292682927,0
12674,38,4,1970.6,23.742168674698792,1133,52,169,2.0609756097560976,0
12676,24,6,1331.39,29.586444444444446,670,33,286,6.454545454545454,0
12678,41,12,17628.46,106.83915151515151,10923,105,311,1.8597560975609757,0
12679,58,4,1113.02,23.187916666666666,554,43,225,4.74468085106383,0
12680,0,4,880.81,16.619056603773583,444,33,112,2.1346153846153846,0
12681,14,22,13787.54,21.610564263322885,7536,267,353,0.5368916797488226,0
12682,3,31,12279.82,23.434770992366413,5555,209,367,0.6749521988527725,0
12683,3,15,8476.57,24.641191860465117,4987,177,361,1.0408163265306123,0
12684,7,7,2283.63,21.748857142857144,1985,61,205,1.9519230769230769,0
12685,27,6,2863.08,18.236178343949042,1523,117,65,0.40384615384615385,0
12686,371,1,89.14,12.734285714285715,107,7,0,0.0,1
12688,113,1,4873.81,28.50181286549708,3028,171,0,0.0,1
12689,25,2,1247.6100000000001,17.327916666666667,628,57,101,1.4225352112676057,0
12690,205,1,389.01,24.313125,106,16,0,0.0,1
12691,27,6,1035.8,32.36875,394,21,329,10.548387096774194,0
12693,126,4,855.91,21.946410256410257,255,35,192,5.026315789473684,1
12694,69,2,869.67,23.504594594594593,509,32,112,3.111111111111111,0
12695,6,4,582.1,21.55925925925926,220,23,203,7.730769230769231,0
12697,28,3,957.59,23.355853658536585,508,37,140,3.475,0
12700,7,4,4939.99,18.432798507462685,2967,193,207,0.7715355805243446,0
12701,79,2,797.71,15.051132075471699,678,50,162,3.1153846153846154,0
12702,19,1,219.0,18.25,53,12,0,0.0,0
12703,70,1,283.55,13.502380952380953,164,21,0,0.0,0
12704,6,8,2340.84,26.600454545454546,1006,64,162,1.8160919540229885,0
12705,14,9,6868.29,20.56374251497006,3997,228,341,1.015015015015015,0
12707,291,1,603.42,18.285454545454545,256,33,0,0.0,1
12708,29,10,2712.91,17.27968152866242,1307,86,338,2.141025641025641,0
12709,14,15,9706.52,46.891400966183575,3912,93,351,1.674757281553398,0
12710,96,3,1149.02,14.922337662337663,851,75,104,1.355263157894737,1
12712,28,13,4396.13,33.053609022556394,1062,58,342,2.5454545454545454,0
12713,0,1,848.55,22.330263157894734,508,38,0,0.0,0
12714,8,5,4708.86,18.18092664092664,3069,216,285,1.0968992248062015,0
12715,105,1,343.36,17.168,192,20,0,0.0,1
12716,3,2,1053.49,15.267971014492753,708,60,129,1.8970588235294117,0
12717,150,2,1030.98,18.74509090909091,506,49,94,1.7407407407407407,1
12718,70,1,238.25,12.539473684210526,203,19,0,0.0,0
12719,4,2,644.95,16.53717948717949,374,34,59,1.5526315789473684,0
12720,2,25,5781.7300000000005,16.33257062146893,4672,211,366,1.0141643059490084,0
12721,31,6,2656.13,16.497701863354038,1959,133,323,2.0,0
12722,84,4,997.63,18.82320754716981,566,50,65,1.2115384615384615,0
12723,3,5,725.07,10.508260869565218,434,53,61,0.8823529411764706,0
12724,4,4,1031.41,19.460566037735852,445,47,327,6.25,0
12725,370,1,427.8,17.825,164,24,0,0.0,1
12726,27,7,2609.1,21.041129032258063,3143,57,329,2.6422764227642275,0
12727,10,7,3980.7000000000003,28.63812949640288,2098,109,309,2.2246376811594204,0
12728,70,4,836.33,18.18108695652174,419,38,261,5.777777777777778,0
12729,113,1,453.01,17.423461538461538,233,26,0,0.0,1
12731,23,12,18895.91,68.96317518248175,8437,109,341,1.2344322344322345,0
12732,179,1,236.26000000000002,19.688333333333336,111,12,0,0.0,1
12733,233,1,383.95,17.452272727272728,137,22,0,0.0,1
12734,352,1,110.39999999999999,27.599999999999998,88,4,0,0.0,1
12735,314,2,779.5699999999999,18.12953488372093,368,38,21,0.5,1
12736,332,1,234.0,58.5,173,4,0,0.0,1
12738,371,1,155.35,14.122727272727273,148,11,0,0.0,1
12739,77,2,1013.04,26.658947368421053,486,38,20,0.5405405405405406,0
12740,63,1,427.6,15.837037037037037,342,27,0,0.0,0
12743,133,2,540.13,4.123129770992366,315,114,0,0.0,1
12744,51,7,21279.29,95.85265765765766,5241,178,266,1.1945701357466063,0
12747,1,11,4196.01,40.737961165048546,1275,42,366,3.5588235294117645,0
12748,0,209,33053.19,7.491656844968269,25287,1768,372,0.06755837678530946,0
12749,3,5,4090.88,20.55718592964824,1471,160,209,1.0454545454545454,0
12750,128,1,275.88,18.392,137,15,0,0.0,1
12752,80,1,4366.78,82.3920754716981,2262,53,0,0.0,0
12753,22,6,21429.39,108.77862944162436,11421,132,339,1.719387755102041,0
12754,235,3,3010.74,47.78952380952381,6481,49,72,1.1612903225806452,1
12755,280,2,3811.9500000000003,952.9875000000001,1491,4,85,28.333333333333332,1
12756,86,1,112.08,28.02,144,4,0,0.0,0
12757,15,13,7834.650000000001,21.52376373626374,2395,237,195,0.5234159779614325,0
12758,116,2,2791.59,28.779278350515465,2135,84,159,1.65625,1
12759,51,3,1531.44,16.12042105263158,902,81,223,2.372340425531915,0
12762,7,2,1898.52,27.51478260869565,1227,62,17,0.25,0
12763,137,2,494.08,27.448888888888888,316,16,230,13.529411764705882,1
12764,316,1,1693.88,37.64177777777778,386,45,0,0.0,1
12766,3,7,6989.63,22.547193548387096,3646,205,362,1.1650485436893203,0
12769,238,1,1143.6,35.7375,356,32,0,0.0,1
12770,210,1,1351.45,112.62083333333334,743,12,0,0.0,1
12772,59,1,892.47,16.226727272727274,556,55,0,0.0,0
12775,16,5,1386.04,21.00060606060606,877,47,294,4.492307692307692,0
12778,19,6,822.23,16.4446,825,40,292,5.918367346938775,0
12779,37,8,3981.36,26.72053691275168,2024,88,333,2.22972972972973,0
12781,63,2,826.74,33.0696,671,25,221,9.208333333333334,0
12782,4,5,2330.92,22.630291262135923,1086,81,352,3.4313725490196076,0
12783,1,6,2225.91,26.49892857142857,624,76,73,0.8554216867469879,0
12784,8,2,532.82,9.347719298245615,280,54,6,0.10714285714285714,0
12785,363,1,311.95,22.282142857142855,131,14,0,0.0,1
12787,9,3,463.66,23.183,261,17,182,9.578947368421053,0
12789,64,1,91.85,22.9625,4,4,0,0.0,0
12790,191,1,324.92,15.472380952380954,166,21,0,0.0,1
12791,373,1,192.60000000000002,96.30000000000001,97,2,0,0.0,1
12792,256,1,400.54,16.0216,217,25,0,0.0,1
12793,334,2,545.48,22.728333333333335,295,21,36,1.565217391304348,1
12794,52,2,860.41,19.12022222222222,592,43,45,1.0227272727272727,0
12795,18,1,430.48,30.74857142857143,68,14,0,0.0,0
12797,365,1,254.03,19.540769230769232,118,13,0,0.0,1
12798,9,3,6977.04,872.13,5256,6,160,22.857142857142858,0
12802,186,1,427.58,17.1032,314,25,0,0.0,1
12808,36,3,483.65000000000003,17.273214285714285,188,27,331,12.25925925925926,0
12809,177,1,489.31,19.572400000000002,220,25,0,0.0,1
12811,260,3,514.85,16.608064516129033,230,27,23,0.7333333333333333,1
12812,44,1,229.64000000000001,15.309333333333335,164,15,0,0.0,0
12814,101,1,125.92,62.96,49,2,0,0.0,1
12815,147,2,1063.46,22.6268085106383,379,38,50,1.0869565217391304,1
12816,95,2,572.2,19.731034482758623,128,27,80,2.857142857142857,1
12817,280,1,166.04000000000002,41.510000000000005,53,4,0,0.0,1
12818,261,1,1542.08,110.14857142857143,929,14,0,0.0,1
12820,2,4,942.34,15.97186440677966,722,55,323,5.551724137931035,0
12821,213,1,92.72,15.453333333333333,70,6,0,0.0,1
12822,70,2,948.88,20.62782608695652,550,41,16,0.35555555555555557,0
12823,74,5,1759.5,351.9,230,1,221,55.0,0
12824,59,1,397.12,15.8848,232,25,0,0.0,0
12826,2,7,1474.72,16.205714285714286,1058,58,362,3.988888888888889,0
12827,5,3,430.15,17.206,197,19,38,1.5833333333333333,0
12828,2,6,1018.71,18.19125,494,46,127,2.272727272727273,0
12829,336,2,293.0,26.636363636363637,376,9,23,2.3,1
12830,37,6,6814.64,179.33263157894737,9848,13,134,3.5405405405405403,0
12831,261,1,215.05,23.894444444444446,135,9,0,0.0,1
12832,31,2,383.03000000000003,14.186296296296298,195,27,65,2.5,0
12833,144,1,417.38,17.390833333333333,156,24,0,0.0,1
12834,282,1,312.38,17.354444444444443,110,18,0,0.0,1
12836,58,4,2610.36,15.002068965517243,1062,148,252,1.4508670520231215,0
12837,172,1,134.1,11.174999999999999,24,12,0,0.0,1
12838,33,2,671.95,5.599583333333333,355,115,340,2.857142857142857,0
12839,2,14,5591.42,17.80707006369427,3807,95,364,1.1501597444089458,0
12840,143,4,2726.77,24.13070796460177,1511,67,82,0.7232142857142857,1
12841,4,25,3991.58,9.641497584541062,2720,229,367,0.8619854721549637,0
12842,69,2,1118.99,32.9114705882353,547,34,238,7.212121212121212,0
12843,65,8,1702.26,16.526796116504855,781,69,198,1.9019607843137254,0
12844,28,2,325.96000000000004,6.268461538461539,125,47,101,1.9803921568627452,0
12845,266,4,354.09000000000003,13.114444444444446,204,26,22,0.8461538461538461,1
12847,21,1,843.64,10.043333333333333,873,72,0,0.0,0
12849,30,2,1010.29,21.047708333333333,597,47,237,5.042553191489362,0
12851,96,1,131.81,2.8044680851063832,106,43,0,0.0,1
12852,294,1,311.55,18.326470588235296,149,17,0,0.0,1
12853,134,6,1957.1000000000001,25.09102564102564,800,66,181,2.3376623376623376,1
12854,78,3,1316.25,12.075688073394495,626,95,239,2.212962962962963,0
